Nome Anonimizado;ANO;Instituição de Ensino;CONSULTA;INSTITUICAO_ENSINO_ALUNO;RA;FASE;TURMA;Data de Nasc;IDADE_ALUNO;GÊNERO;PEDRA;INDE;ATINGIU_PV;STATUS_PEDRA;TESTE;Ano ingresso;Pedra 20;Pedra 21;Pedra 22;Pedra 23;INDE 22;INDE 23;Cg;Cf;Ct;Nº Av;Avaliador1;Rec Av1;Avaliador2;Rec Av2;Avaliador3;Rec Av3;Avaliador4;Rec Av4;IAA;IEG;IPS;IPP;Rec Psicologia;IDA;Mat;Por;Ing;Indicado;Atingiu PV;IPV;IAN;FASE IDEAL;DEFASAGEM;Destaque IEG;Destaque IDA;Destaque IPV;Destaque IPV
Aluno-241;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-241;4;F;10/06/2008;15;Masculino;Ametista;7,016;QUEDA;QUEDA;OK;2016;Ametista;Topázio;Topázio;;8,468;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;0;9,9;2,52;8,75;;7,5;9,3;7;6,2;;;9,545;5;Fase 5 (1° EM);-1;;;;
Aluno-242;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-242;4;F;2/26/2009;14;Masculino;Topázio;8,221841667;MANTIDO;MANTIDO;OK;2018;Ametista;Ametista;Topázio;;8,673;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;7,1;9,7;2,52;8,59375;;7,9;9,3;7,3;7,2;;;9,3775;10;Fase 4 (9° ano);0;;;;
Aluno-138;2023;Escola Pública;Escola Pública;Escola Pública;RA-138;4;F;3/16/2007;16;Masculino;Ágata;6,784075;MANTIDO;MANTIDO;OK;2016;Ametista;Ágata;Ágata;;6,738;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;10;7,9;6,26;7,34375;;4,3;4;3,7;5,2;;;7,4175;5;Fase 6 (2° EM);-2;;;;
Aluno-244;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-244;4;F;3/30/2010;13;Feminino;Ametista;7,044333333;QUEDA;QUEDA;OK;2018;Topázio;Topázio;Topázio;;8,51;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;0;8,8;2,52;8,125;;7,3;7;8;6,8;;;8,8325;10;Fase 3 (7° e 8° ano);1;;;;
Aluno-245;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-245;4;F;10/06/2008;15;Masculino;Ametista;7,171166667;QUEDA;QUEDA;OK;2016;Ametista;Topázio;Topázio;;8,656;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;0;10;2,52;8,75;;8,1;9,3;7,8;7,3;;;9,5875;5;Fase 5 (1° EM);-1;;;;
Aluno-246;2023;Privada;Escola Privada;Escola Privada;RA-246;4;F;04/08/2009;14;Masculino;Topázio;8,256766667;MANTIDO;MANTIDO;OK;2022;;;Topázio;;8,639;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;8,8;9,9;4,39;8,125;;6,8;7,7;7;5,8;;;8,9175;10;Fase 4 (9° ano);0;;;;
Aluno-141;2023;Escola Pública;Escola Pública;Escola Pública;RA-141;4;F;5/28/2008;15;Masculino;Ágata;6,719791667;QUEDA;QUEDA;OK;2017;Ágata;Ágata;Ametista;;7,118;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;9,6;8,4;5,63;7,03125;;4,5;6;5,3;2,3;;;7,0425;5;Fase 5 (1° EM);-1;;;;
Aluno-239;2023;Escola Pública;Escola Pública;Escola Pública;RA-239;4;G;5/22/2007;16;Feminino;Ágata;6,411333333;AVANÇO;AVANÇO;OK;2021;;Quartzo;Quartzo;;4,572;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;0;8,4;5;8,125;;7;6;7,2;7,7;;;7,6275;5;Fase 6 (2° EM);-2;;;;
Aluno-1185;2023;Escola Pública;Escola Pública;Escola Pública;RA-1185;4;G;05/11/2010;13;Feminino;Topázio;8,02675;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;7,5;9,1;5;7,8125;;7,5;6,7;6,3;9,5;;;8,3775;10;Fase 3 (7° e 8° ano);1;;;;
Aluno-262;2023;Privada;Escola Privada;Escola Privada;RA-262;4;G;07/06/2007;16;Masculino;Quartzo;4,406458333;MANTIDO;MANTIDO;OK;2021;;Quartzo;Quartzo;;4,786;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;0;3,7;5;7,03125;;3,8;5;3,3;3;;;6,05;5;Fase 6 (2° EM);-2;;;;
Aluno-1186;2023;Escola Pública;Escola Pública;Escola Pública;RA-1186;4;G;01/08/2007;16;Feminino;Ametista;7,281433333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;8,8;9,8;6,89;6,875;;5,5;6,7;5,2;4,5;;;7,3825;5;Fase 6 (2° EM);-2;;;;
Aluno-397;2023;Escola Pública;Escola Pública;Escola Pública;RA-397;4;G;5/13/2008;15;Feminino;Ágata;6,207083333;AVANÇO;AVANÇO;OK;2017;Quartzo;Quartzo;Quartzo;;5,852;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;7,5;7,9;2,52;7,1875;;4,6;6,7;5;2;;;7,465;5;Fase 5 (1° EM);-1;;;;
Aluno-1187;2023;Escola Pública;Escola Pública;Escola Pública;RA-1187;4;G;2/19/2010;13;Feminino;Ágata;6,644475;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;8,8;6,9;2,52;7,34375;;5,3;4,7;5;6,2;;;6,715;10;Fase 3 (7° e 8° ano);1;;;;
Aluno-295;2023;Escola Pública;Escola Pública;Escola Pública;RA-295;4;L;2/28/2008;15;Feminino;Ametista;7,641016667;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,305;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;8,8;8,8;2,52;9,0625;;7,7;7,3;7,2;8,7;;;9,005;5;Fase 5 (1° EM);-1;;;;
Aluno-269;2023;Escola Pública;Escola Pública;Escola Pública;RA-269;4;L;3/28/2009;14;Masculino;Topázio;8,116041667;MANTIDO;MANTIDO;OK;2022;;;Topázio;;8,231;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;9,6;9;2,52;8,59375;;7,4;8;7,3;7;;;8,7975;10;Fase 4 (9° ano);0;;;;
Aluno-313;2023;Escola Pública;Escola Pública;Escola Pública;RA-313;4;L;11/18/2008;14;Feminino;Ametista;7,011091667;AVANÇO;AVANÇO;OK;2022;;;Quartzo;;5,8;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;9,2;8,7;2,52;7,65625;;3,9;4;2,8;5;;;7,75;10;Fase 4 (9° ano);0;;;;
Aluno-1190;2023;Escola Pública;Escola Pública;Escola Pública;RA-1190;4;L;02/03/2009;14;Masculino;Ágata;6,330041667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;0;9,2;5;7,34375;;4,2;3;4,2;5,5;;;7,045;10;Fase 4 (9° ano);0;;;;
Aluno-301;2023;Escola Pública;Escola Pública;Escola Pública;RA-301;4;L;07/11/2009;14;Feminino;Ágata;6,760341667;MANTIDO;MANTIDO;OK;2019;Ametista;Ametista;Ágata;;6,802;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;9,2;5,4;7,52;6,71875;;5,2;4,7;6,5;4,5;;;6,465;10;Fase 4 (9° ano);0;;;;
Aluno-286;2023;Escola Pública;Escola Pública;Escola Pública;RA-286;4;L;11/20/2007;15;Feminino;Quartzo;5,713333333;MANTIDO;MANTIDO;OK;2022;;;Quartzo;;5,424;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;0;7,5;5;8,125;;4,7;3,7;5;5,3;;;7,3375;5;Fase 5 (1° EM);-1;;;;
Aluno-1191;2023;Escola Pública;Escola Pública;Escola Pública;RA-1191;4;L;01/07/2009;14;Masculino;Ágata;6,175333333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;7,5;7,2;5;5;;3,7;2,3;2,5;6,2;;;6,26;10;Fase 4 (9° ano);0;;;;
Aluno-1192;2023;Escola Pública;Escola Pública;Escola Pública;RA-1192;4;L;11/27/2007;15;Feminino;Ágata;6,780741667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;7,9;8,7;2,52;7,96875;;5,8;4,7;6;6,8;;;7,6675;5;Fase 5 (1° EM);-1;;;;
Aluno-174;2023;Escola Pública;Escola Pública;Escola Pública;RA-174;4;L;9/15/2007;16;Feminino;Ágata;6,1242;MANTIDO;MANTIDO;OK;2019;Ágata;Ágata;Ágata;;6,075;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;7,9;5,6;5;7,5;;5,1;3,7;7,3;4,3;;;7,2125;5;Fase 6 (2° EM);-2;;;;
Aluno-1193;2023;Escola Pública;Escola Pública;Escola Pública;RA-1193;4;L;01/03/2009;14;Feminino;Ágata;6,018083333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;0;7,8;5;7,1875;;4,1;3,7;3,5;5;;;7,13;10;Fase 4 (9° ano);0;;;;
Aluno-308;2023;Escola Pública;Escola Pública;Escola Pública;RA-308;4;L;9/22/2009;14;Masculino;Ágata;6,578558333;MANTIDO;MANTIDO;OK;2019;Ametista;Ametista;Ágata;;6,93;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;5,4;6,8;5;7,03125;;4,9;4,7;5,2;4,7;;;7,5025;10;Fase 4 (9° ano);0;;;;
Aluno-152;2023;Escola Pública;Escola Pública;Escola Pública;RA-152;4;M;11/30/2006;16;Feminino;Ágata;6,30695;MANTIDO;MANTIDO;OK;2022;;;Ágata;;6,712;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;7,9;7,7;2,52;7,8125;;4,5;4;5;4,5;;;7,71;5;Fase 6 (2° EM);-2;;;;
Aluno-270;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-270;4;M;2/28/2009;14;Feminino;Ametista;7,982633333;QUEDA;QUEDA;OK;2019;Ametista;Topázio;Topázio;;8,226;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;9,2;9;2,52;8,75;;6,6;7,7;6,2;5,8;;;9,1275;10;Fase 4 (9° ano);0;;;;
Aluno-271;2023;Escola Pública;Escola Pública;Escola Pública;RA-271;4;M;10/16/2007;16;Feminino;Ágata;6,140333333;QUEDA;QUEDA;OK;2022;;;Ametista;;7,255;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;0;9,3;2,52;8,125;;5,9;4,3;7;6,3;;;7,7125;5;Fase 6 (2° EM);-2;;;;
Aluno-299;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-299;4;M;7/28/2009;14;Feminino;Ágata;6,796541667;QUEDA;QUEDA;OK;2019;Topázio;Ametista;Ametista;;7,278;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;0;9,6;2,52;7,96875;;6,1;5;7,2;6,2;;;8,005;10;Fase 4 (9° ano);0;;;;
Aluno-316;2023;Escola Pública;Escola Pública;Escola Pública;RA-316;4;M;11/20/2008;14;Feminino;Topázio;8,436908333;AVANÇO;AVANÇO;OK;2022;;;Ametista;;7,889;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;10;9,5;7,52;8,59375;;5,7;6,3;5,7;5;;;8,96;10;Fase 4 (9° ano);0;;;;
Aluno-318;2023;Escola Pública;Escola Pública;Escola Pública;RA-318;4;M;1/30/2008;15;Feminino;Ágata;6,856575;MANTIDO;MANTIDO;OK;2019;Ágata;Ametista;Ágata;;6,527;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;7,9;8,1;6,26;7,96875;;4,9;5;5;4,7;;;7,71;5;Fase 5 (1° EM);-1;;;;
Aluno-274;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-274;4;M;2/18/2011;12;Feminino;Topázio;8,137625;AVANÇO;AVANÇO;OK;2019;Ametista;Topázio;Ametista;;7,946;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;7,5;9,5;5,63;7,65625;;7,5;7;7,7;7,8;;;8,295;10;Fase 3 (7° e 8° ano);1;;;;
Aluno-320;2023;Escola Pública;Escola Pública;Escola Pública;RA-320;4;M;11/20/2008;14;Feminino;Topázio;8,393508333;AVANÇO;AVANÇO;OK;2022;;;Ametista;;7,897;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;9,2;9,9;7,52;8,59375;;5,5;5,7;6;4,7;;;8,96;10;Fase 4 (9° ano);0;;;;
Aluno-277;2023;Escola Pública;Escola Pública;Escola Pública;RA-277;4;M;09/12/2008;15;Masculino;Ametista;7,7284;MANTIDO;MANTIDO;OK;2021;;Ametista;Ametista;;7,411;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;8,3;9,9;7,52;8,125;;5,5;5,7;6;4,8;;;8,7525;5;Fase 5 (1° EM);-1;;;;
Aluno-278;2023;Escola Pública;Escola Pública;Escola Pública;RA-278;4;M;5/17/2010;13;Masculino;Ametista;7,1935;MANTIDO;MANTIDO;OK;2018;Ametista;Topázio;Ametista;;7,741;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;0;9,8;5,63;8,75;;5,6;6;5,3;5,5;;;8,3775;10;Fase 3 (7° e 8° ano);1;;;;
Aluno-291;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-291;4;M;1/17/2009;14;Masculino;Topázio;8,493058333;MANTIDO;MANTIDO;OK;2022;;;Topázio;;8,122;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;8,8;8,6;7,52;8,90625;;7,1;8;6,5;6,7;;;9,21;10;Fase 4 (9° ano);0;;;;
Aluno-306;2023;Escola Pública;Escola Pública;Escola Pública;RA-306;4;M;02/06/2008;15;Feminino;Quartzo;5,732375;QUEDA;QUEDA;OK;2021;;Ametista;Ágata;;6,427;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;0;7,9;6,26;7,34375;;4;4,7;4,5;2,8;;;7,46;5;Fase 5 (1° EM);-1;;;;
Aluno-279;2023;Escola Pública;Escola Pública;Escola Pública;RA-279;4;M;8/25/2009;14;Masculino;Topázio;9,006266667;MANTIDO;MANTIDO;OK;2019;Topázio;Topázio;Topázio;;8,815;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;8,8;10;6,27;8,75;;8,9;9;8,5;9,3;;;9,2125;10;Fase 4 (9° ano);0;;;;
Aluno-280;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-280;4;M;07/04/2009;14;Feminino;Topázio;8,189225;AVANÇO;AVANÇO;OK;2021;;Topázio;Ametista;;8,046;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;6,7;9,5;7,52;8,28125;;6,5;6,3;7,7;5,5;;;8,7125;10;Fase 4 (9° ano);0;;;;
Aluno-276;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-276;4;M;11/12/2008;14;Feminino;Ágata;6,690458333;AVANÇO;AVANÇO;OK;2017;Ágata;Quartzo;Quartzo;;5,527;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;6,3;8,5;2,52;7,03125;;5,5;3,7;4,7;8;;;6,585;10;Fase 4 (9° ano);0;;;;
Aluno-285;2023;Escola Pública;Escola Pública;Escola Pública;RA-285;4;N;8/18/2006;17;Feminino;Quartzo;5,380358333;MANTIDO;MANTIDO;OK;2020;Ametista;Quartzo;Quartzo;;5,063;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;8,3;4,6;2,52;7,65625;;4,7;4;6;4;;;7,13;2,5;Fase 7 (3° EM);-3;;;;
Aluno-1194;2023;Escola Pública;Escola Pública;Escola Pública;RA-1194;4;N;8/21/2010;13;Masculino;Ametista;7,671933333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;8,8;9;5;7,5;;6,1;6;4,2;8;;;7,6675;10;Fase 3 (7° e 8° ano);1;;;;
Aluno-287;2023;Escola Pública;Escola Pública;Escola Pública;RA-287;4;N;7/13/2005;18;Feminino;Quartzo;3,745541667;MANTIDO;MANTIDO;OK;2022;;;Quartzo;;3,7;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;0;4,8;2,52;4,21875;;3,9;3;2,3;6,5;;;5,375;2,5;Fase 8 (Universitários);-4;;;;
Aluno-319;2023;Concluiu o 3º EM;Bolsista Universitário e Outros;Bolsista Universitário e Outros;RA-319;4;N;07/07/2009;14;Masculino;Topázio;8,367208333;AVANÇO;AVANÇO;OK;2022;;;Ametista;;7,448;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;9,6;9,2;5;8,59375;;7,2;5,7;5,8;10;;;8,88;10;Fase 4 (9° ano);0;;;;
Aluno-321;2023;Escola Pública;Escola Pública;Escola Pública;RA-321;4;N;4/24/2010;13;Feminino;Ametista;7,695233333;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,792;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;8,3;9,4;2,52;8,125;;6,2;6;5,8;6,7;;;8,42;10;Fase 3 (7° e 8° ano);1;;;;
Aluno-1195;2023;Escola Pública;Escola Pública;Escola Pública;RA-1195;4;N;10/02/2006;17;Feminino;Quartzo;5,677291667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;0;8,3;2,52;8,28125;;5,4;4,3;4,7;7,3;;;8,0025;2,5;Fase 7 (3° EM);-3;;;;
Aluno-159;2023;Escola Pública;Escola Pública;Escola Pública;RA-159;4;N;8/28/2007;16;Feminino;Ágata;6,805033333;MANTIDO;MANTIDO;OK;2021;;Ametista;Ágata;;6,49;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;7,9;8,1;2,52;8,125;;6,3;5;6;7,8;;;7,8775;5;Fase 6 (2° EM);-2;;;;
Aluno-322;2023;Escola Pública;Escola Pública;Escola Pública;RA-322;4;N;2/28/2009;14;Feminino;Ametista;7,037808333;QUEDA;QUEDA;OK;2022;;;Ágata;;6,859;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;6,7;8,3;2,52;7,96875;;5,3;4;5,5;6,3;;;8,045;10;Fase 4 (9° ano);0;;;;
Aluno-251;2023;Escola Pública;Escola Pública;Escola Pública;RA-251;4;N;12/08/2007;15;Masculino;Ágata;6,665208333;MANTIDO;MANTIDO;OK;2018;Ametista;Ametista;Ágata;;7,022;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;9,6;8;2,52;7,34375;;5,3;5;5,5;5,3;;;7,835;5;Fase 5 (1° EM);-1;;;;
Aluno-116;2023;Escola Pública;Escola Pública;Escola Pública;RA-116;5;A;8/31/2006;17;Feminino;Ágata;6,433075;MANTIDO;MANTIDO;OK;2019;Ametista;Ágata;Ágata;;6,854;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;6,7;7,6;5;7,96875;;4,7;2,3;5;6,8;;;7,5475;5;Fase 7 (3° EM);-2;;;;
Aluno-103;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-103;5;A;5/17/2009;14;Feminino;Topázio;8,0239;MANTIDO;MANTIDO;OK;2020;Ágata;Ametista;Topázio;;8,107;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,3;9,2;5;8,125;;7,1;7,3;6,3;7,7;;;8,09;10;Fase 4 (9° ano);1;;;;
Aluno-42;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-42;5;A;03/11/2007;16;Masculino;Ágata;6,794516667;MANTIDO;MANTIDO;OK;2019;Topázio;Ametista;Ágata;;6,72;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,8;8,6;5,63;6,5625;;5,7;6,3;4,2;6,7;;;6,6675;5;Fase 6 (2° EM);-1;;;;
Aluno-121;2023;Escola Pública;Escola Pública;Escola Pública;RA-121;5;A;11/12/2006;16;Feminino;Ágata;6,811875;QUEDA;QUEDA;OK;2021;;Ágata;Ametista;;7,245;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;6,3;8,8;5;7,34375;;6;5;5,7;7,3;;;7,4625;5;Fase 6 (2° EM);-1;;;;
Aluno-106;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-106;5;A;12/23/2007;15;Feminino;Ametista;7,769658333;MANTIDO;MANTIDO;OK;2016;Topázio;Ametista;Ametista;;7,973;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,9;9,1;5;7,03125;;7,3;6,7;6,8;8,3;;;7,5075;10;Fase 5 (1° EM);0;;;;
Aluno-123;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-123;5;A;7/22/2006;17;Masculino;Ágata;6,068333333;QUEDA;QUEDA;OK;2017;Ametista;Ametista;Ametista;;7,084;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;0;9,4;5;6,875;;5,7;5;5,3;6,7;;;6,8375;5;Fase 7 (3° EM);-2;;;;
Aluno-46;2023;Escola Pública;Escola Pública;Escola Pública;RA-46;5;A;4/16/2005;18;Feminino;Quartzo;5,545383333;QUEDA;QUEDA;OK;2022;;;Ágata;;6,048;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,1;7,4;2,52;6,5625;;4,4;2,8;3;7,3;;;6,6275;2,5;Fase 8 (Universitários);-3;;;;
Aluno-125;2023;Privada;Escola Privada;Escola Privada;RA-125;5;A;1/21/2007;16;Feminino;Ágata;6,989633333;QUEDA;QUEDA;OK;2022;;;Ametista;;7,619;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;9,2;7,7;5;8,125;;5,8;3,3;5,8;8,2;;;7,835;5;Fase 6 (2° EM);-1;;;;
Aluno-110;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-110;5;A;7/19/2008;15;Masculino;Topázio;8,0879;MANTIDO;MANTIDO;OK;2017;Ametista;Topázio;Topázio;;8,15;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,3;8,6;5;8,75;;7,5;8,3;6,2;8;;;8,2975;10;Fase 5 (1° EM);0;;;;
Aluno-128;2023;Privada;Escola Privada;Escola Privada;RA-128;5;A;9/20/2007;16;Masculino;Ágata;6,503908333;AVANÇO;AVANÇO;OK;2019;Ametista;Ágata;Quartzo;;5,563;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;6,7;7,3;5;7,34375;;5,7;6,3;4;6,7;;;7,5475;5;Fase 6 (2° EM);-1;;;;
Aluno-143;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-143;5;A;08/01/2009;14;Masculino;Ametista;7,794358333;QUEDA;QUEDA;OK;2019;Topázio;Topázio;Topázio;;8,638;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,3;9,6;2,52;8,28125;;6,5;9,2;5;5,2;;;8,3375;10;Fase 4 (9° ano);1;;;;
Aluno-111;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-111;5;A;6/27/2009;14;Feminino;Ametista;7,566458333;QUEDA;QUEDA;OK;2020;Ametista;Topázio;Topázio;;8,646;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;7,5;8,7;5;7,65625;;6;6;5,2;6,7;;;8,0875;10;Fase 4 (9° ano);1;;;;
Aluno-112;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-112;5;A;08/09/2007;16;Feminino;Ametista;7,141308333;MANTIDO;MANTIDO;OK;2016;Ametista;Ametista;Ametista;;7,836;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;6,7;8,1;5;7,96875;;7,4;7,3;6,5;8,3;;;7,9225;5;Fase 6 (2° EM);-1;;;;
Aluno-115;2023;Escola Pública;Escola Pública;Escola Pública;RA-115;5;A;11/18/2006;16;Feminino;Ágata;6,319141667;AVANÇO;AVANÇO;OK;2019;Ametista;Ametista;Quartzo;;5,886;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,8;7,1;5;7,34375;;4,2;3,7;3,8;5,2;;;7,215;5;Fase 6 (2° EM);-1;;;;
Aluno-1196;2023;Privada;Escola Privada;Escola Privada;RA-1196;5;B;6/13/2008;15;Masculino;Ametista;7,03025;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;0;8,2;5;7,8125;;7,5;8;6,2;8,3;;;8,045;10;Fase 5 (1° EM);0;;;;
Aluno-52;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-52;5;B;02/08/2009;14;Masculino;Ametista;7,9642;MANTIDO;MANTIDO;OK;2018;Topázio;Ametista;Ametista;;7,861;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;10;9,8;2,52;8,125;;6,4;7,7;4,8;6,7;;;8,2975;10;Fase 4 (9° ano);1;;;;
Aluno-1197;2023;Escola Pública;Escola Pública;Escola Pública;RA-1197;5;B;4/26/2007;16;Feminino;Ágata;6,946058333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;6,7;8,4;5;7,03125;;7,3;5,3;7,2;9,3;;;7,215;5;Fase 6 (2° EM);-1;;;;
Aluno-108;2023;Concluiu o 3º EM;Bolsista Universitário e Outros;Bolsista Universitário e Outros;RA-108;5;B;11/04/2005;17;Feminino;Quartzo;4,9308;MANTIDO;MANTIDO;OK;2019;Ágata;Ágata;Quartzo;;5,547;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;5,8;7,3;2,52;4,375;;2,9;2,7;3,2;2,8;;;5,59;5;Fase 7 (3° EM);-2;;;;
Aluno-1198;2023;Escola Pública;Escola Pública;Escola Pública;RA-1198;5;B;08/11/2007;16;Feminino;Ametista;7,515233333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,3;9,4;6,26;7,5;;6,7;7,3;3,7;9;;;7,9625;5;Fase 6 (2° EM);-1;;;;
