NOME;ANO;INSTITUICAO_ENSINO_ALUNO;FASE;TURMA;IDADE_ALUNO;GÊNERO;PEDRA;INDE;IAA;IEG;IPS;IPP;IDA;IPV;IAN
Aluno-954;2024;Escola Pública;1;N;9;Feminino;Topázio;8,282379842;9,5;8,9;6,3;8,1;7,8;7,8;10
Aluno-792;2024;Escola Pública;1;N;11;Feminino;Ágata;6,036012253;8,5;5,3;7,5;8,1;3,3;7,1;5
Aluno-1000;2024;Escola Pública;1;N;9;Feminino;Topázio;8,364790909;9;9,5;6,3;8,1;7,8;7,8;10
Aluno-763;2024;Escola Pública;1;N;11;Feminino;Ágata;6,984760606;9;8,9;6,3;7,7;5,3;6,8;5
Aluno-1001;2024;Escola Pública;1;N;10;Feminino;Ametista;7,796431884;7,5;9,3;7,5;7,9;7,8;7,9;5
Aluno-1445;2024;Escola Pública;1;N;10;Feminino;Ametista;7,842866667;9,5;9,5;7,5;7,9;7,3;7,5;5
Aluno-1446;2024;Escola Pública;1;N;9;Masculino;Quartzo;5,900406192;8;6,7;6,3;7,3;0;7,1;10
Aluno-768;2024;Escola Pública;1;N;12;Feminino;Ametista;7,034537945;9;8;6,3;8,1;5,5;7,5;5
Aluno-1447;2024;Escola Pública;1;N;11;Feminino;Ametista;7,540235088;9,5;9,7;7,5;7,9;5,3;7,8;5
Aluno-980;2024;Escola Pública;1;P;9;Feminino;Ametista;7,946388312;9;9,1;7,5;7,5;6,3;7,4;10
Aluno-982;2024;Escola Pública;1;P;8;Masculino;Topázio;8,119860173;10;8,4;7,5;6,9;8,3;6,8;10
Aluno-1448;2024;Escola Pública;1;P;13;Feminino;Ametista;7,466126407;9;9,5;7,5;7,5;6;7,3;5
Aluno-1070;2024;Escola Pública;1;P;12;Masculino;Ágata;6,287171862;9;9,3;5,6;6,9;2,3;6,6;5
Aluno-985;2024;Escola Pública;1;P;9;Masculino;Topázio;8,2432;8,5;10;6,3;7,5;7,5;7,6;10
Aluno-986;2024;Escola Pública;1;P;9;Feminino;Topázio;8,260340693;10;9,3;6,3;7,1;8,5;6,8;10
Aluno-810;2024;Escola Pública;1;P;10;Masculino;Ametista;7,704770175;7,5;9,5;5,6;6,5;9;7,8;5
Aluno-987;2024;Escola Pública;1;P;9;Masculino;Topázio;8,302886147;9;9,1;7,5;7,7;7,5;7,8;10
Aluno-988;2024;Escola Pública;1;P;10;Feminino;Topázio;8,176533333;9,5;10;7,5;8,3;7,8;8;5
Aluno-805;2024;Escola Pública;1;R;10;Masculino;Ágata;6,937586905;8,5;9,5;4,4;7;6;6,7;5
Aluno-806;2024;Escola Pública;1;R;10;Masculino;Ágata;6,972777381;8,5;6,9;7,5;7,7;6,8;6,9;5
Aluno-807;2024;Escola Pública;1;R;10;Masculino;Ametista;7,797628571;9;7,9;7,5;7,5;7;7,1;10
Aluno-808;2024;Escola Pública;1;R;10;Masculino;Topázio;8,7897;9;10;7,5;8,1;8,8;7,9;10
Aluno-963;2024;Escola Pública;1;R;10;Feminino;Topázio;8,375080952;7,5;9,8;7,5;8,1;7,5;8;10
Aluno-989;2024;Escola Pública;1;R;10;Masculino;Ametista;7,374378571;9,5;7,9;6,3;7,2;6;6,5;10
Aluno-964;2024;Escola Pública;1;R;10;Masculino;Ametista;7,548241667;9,5;8,3;7,5;8;7,3;7,2;5
Aluno-1449;2024;Escola Pública;1;R;10;Feminino;Ametista;7,214341667;7,4;8,3;7,5;8;6,8;7;5
Aluno-801;2024;Escola Pública;1;R;10;Masculino;Ágata;6,6752;9;5,8;7,5;6,3;8;5,7;5
Aluno-1450;2024;Escola Pública;1;R;9;Masculino;Ametista;7,405235714;9,5;8,6;7,5;7,8;3,5;7,5;10
Aluno-984;2024;Escola Pública;1;R;9;Feminino;Topázio;8,475080952;9,5;9,8;7,5;8,1;7;8;10
Aluno-1451;2024;Escola Pública;1;R;11;Feminino;Ametista;7,560479762;10;8,8;7,5;8;6;7,8;5
Aluno-967;2024;Escola Pública;1;R;11;Masculino;Quartzo;5,442610714;9,5;3,6;7,5;5,8;4,8;5;5
Aluno-968;2024;Escola Pública;1;R;10;Feminino;Ametista;7,840354762;9;8,8;7,5;8,4;7,8;7,7;5
Aluno-521;2024;Escola Privada;2;A;11;Masculino;Ametista;7,479842857;8;9;5;6,7;6,3;7,3;10
Aluno-821;2024;Escola Pública;2;A;11;Masculino;Ágata;6,643866667;8,5;5,9;7,5;6,7;4,3;6,7;10
Aluno-1075;2024;Escola Pública;2;A;13;Feminino;Ágata;6,810081232;7,5;8,5;3,8;7,7;6;7,6;5
Aluno-1048;2024;Escola Privada;2;A;11;Feminino;Ametista;7,519866667;8,5;6,8;6,3;7,7;6,3;8,3;10
Aluno-1082;2024;Escola Pública;2;A;13;Feminino;Ágata;6,611485714;7,5;7,6;10;7,1;3,8;6,9;5
Aluno-680;2024;Escola Pública;2;A;12;Feminino;Quartzo;4,980071429;0;6,6;5,6;6,7;3;6,6;5
Aluno-698;2024;Escola Pública;2;A;10;Masculino;Ametista;7,336319048;9;8,3;6,9;7,3;4,5;7,3;10
Aluno-1452;2024;Escola Pública;2;A;12;Masculino;Topázio;8,626866667;9;10;7,5;7,9;7,8;8,2;10
Aluno-1453;2024;Escola Pública;2;A;12;Feminino;Ametista;7,123485714;8,5;7,8;6,3;7,5;6,5;7,7;5
Aluno-1454;2024;Escola Pública;2;A;10;Feminino;Ametista;7,70422381;8;5,9;7,5;7,7;7,8;8,3;10
Aluno-1455;2024;Escola Pública;2;A;12;Feminino;Ágata;6,644255556;8;7,8;7,5;7,7;3,5;7,8;5
Aluno-529;2024;Escola Pública;2;A;14;Masculino;Quartzo;5,266128572;7;6,6;4,4;4,8;4,3;4,9;5
Aluno-1456;2024;Escola Pública;2;A;11;Masculino;Topázio;8,492914286;9,5;9,5;7,5;7,5;7,8;7,9;10
Aluno-1015;2024;Escola Pública;2;B;11;Feminino;Ágata;6,643252381;7,9;7,8;7,5;6;4;5,7;10
Aluno-483;2024;Escola Pública;2;B;13;Feminino;Ágata;6,578604762;8,5;5,6;6,3;8,1;5,3;8,1;5
Aluno-497;2024;Escola Privada;2;B;15;Feminino;Quartzo;4,496080952;7,5;6,1;5,6;5,6;1;3,5;5
Aluno-1457;2024;Escola Pública;2;B;12;Feminino;Ágata;6,01977619;3,5;8;7,5;7,3;2,8;7,7;5
Aluno-688;2024;Escola Pública;2;B;11;Masculino;Topázio;8,986533333;9,5;10;8,1;8,3;7,5;9,5;10
Aluno-696;2024;Escola Pública;2;B;10;Feminino;Ametista;7,482680952;7,4;7,8;7,5;7,7;5,3;8;10
Aluno-1458;2024;Escola Pública;2;B;12;Feminino;Quartzo;5,879073684;8,8;7,3;7,5;6;3,3;5,2;5
Aluno-1034;2024;Escola Pública;2;B;11;Masculino;Topázio;8,033366667;7,5;8,1;7,5;7,7;7,5;8,2;10
Aluno-491;2024;Escola Pública;2;B;12;Masculino;Ágata;6,995247619;7,5;9;7,5;7,1;5,3;7,2;5
Aluno-1027;2024;Escola Pública;2;B;11;Feminino;Topázio;8,220866667;9,5;10;7,5;7,9;5,3;8,4;10
Aluno-1023;2024;Escola Pública;2;B;10;Feminino;Topázio;9,498580952;9,5;9,5;9,4;9;9,5;9,6;10
Aluno-686;2024;Escola Pública;2;C;11;Feminino;Topázio;8,040259524;8;8,8;6,9;8,4;7,3;7,5;10
Aluno-480;2024;Escola Pública;2;C;12;Feminino;Ametista;7,260202381;6,3;8,1;7,5;7,8;5;7,4;10
Aluno-1459;2024;Escola Pública;2;C;12;Masculino;Ágata;6,665390476;8;8,3;7,5;7,5;3,8;7,3;5
Aluno-1460;2024;Escola Pública;2;C;12;Masculino;Ágata;6,784805263;9,5;7,5;7,5;6,9;3,3;6,3;10
Aluno-1017;2024;Escola Pública;2;C;12;Masculino;Ametista;7,345521429;9,5;7,8;6,3;7,2;5;7,4;10
Aluno-499;2024;Escola Pública;2;C;12;Masculino;Ametista;7,57947381;8,5;9;7,5;7,2;4,8;7,5;10
Aluno-514;2024;Escola Pública;2;C;11;Feminino;Ágata;6,219580952;9;7,6;4,4;5,6;3;6;10
Aluno-1461;2024;Escola Pública;2;C;12;Feminino;Ágata;6,871961905;10;9,3;7,5;7,5;2,8;7,3;5
Aluno-1462;2024;Escola Pública;2;D;13;Feminino;Ametista;7,624366667;8,5;10;7,5;8,1;6,5;7,1;5
Aluno-1463;2024;Escola Pública;2;D;12;Masculino;Topázio;9,074561111;8,5;9,7;7,5;9,1;10;8,1;10
Aluno-1464;2024;Escola Pública;2;D;13;Feminino;Ametista;7,288424359;8;7,8;7,5;9,1;6,3;7,6;5
Aluno-687;2024;Escola Pública;2;D;11;Masculino;Topázio;8,273984461;7,5;9,2;7,5;8,8;7,3;8;10
Aluno-1030;2024;Escola Pública;2;D;12;Masculino;Ametista;7,740191604;7,4;8,3;4,4;7,8;8;7,6;10
Aluno-1465;2024;Escola Pública;2;D;12;Masculino;Ametista;7,334466667;7,4;8,8;7,5;8,8;5,8;7,8;5
Aluno-522;2024;Escola Pública;2;D;11;Masculino;Topázio;8,677711905;8;9,5;7,5;8,4;9;7,9;10
Aluno-501;2024;Escola Privada;2;D;11;Masculino;Topázio;8,277947494;7;8;7,5;8,4;8,8;8,2;10
Aluno-1466;2024;Escola Pública;2;D;12;Masculino;Topázio;8,21372381;10;7,4;7,5;8,8;7,5;8,1;10
Aluno-502;2024;Escola Privada;2;D;10;Feminino;Topázio;8,502330952;9;9,8;3,8;9,1;8;8,8;10
Aluno-1467;2024;Escola Pública;2;D;12;Masculino;Topázio;8,836711278;9;9;7,5;8,8;9,3;8,3;10
Aluno-1468;2024;Escola Pública;2;D;12;Feminino;Topázio;8,128102882;8,5;9;7,5;8,4;7;7,4;10
Aluno-527;2024;Escola Pública;2;D;11;Feminino;Topázio;8,140366667;9;10;7,5;8,1;6;7,4;10
Aluno-1469;2024;Escola Pública;2;D;13;Masculino;Ametista;7,459755556;8,5;9,4;7,5;8,8;4,8;8,2;5
Aluno-1470;2024;Escola Pública;2;G;12;Feminino;Quartzo;5,967421532;8;6,4;6,3;6,9;5;5,4;5
Aluno-1471;2024;Escola Pública;2;G;13;Masculino;Ametista;7,404455435;10;7,2;7,5;7,7;7,5;7,2;5
Aluno-710;2024;Escola Pública;2;G;12;Masculino;Ametista;7,036624134;9,2;8,2;5,6;7,7;6,8;6,5;5
Aluno-1472;2024;Escola Pública;2;G;11;Masculino;Topázio;8,773575;8,5;10;7,5;8;8,8;8,1;10
Aluno-837;2024;Escola Pública;2;G;10;Masculino;Ametista;7,964846739;7,5;9,8;6,9;7;6,8;7,6;10
Aluno-549;2024;Escola Pública;2;G;12;Masculino;Ágata;6,539818789;10;7,2;6,3;6,4;5,8;5,9;5
Aluno-571;2024;Escola Pública;2;G;13;Feminino;Ágata;6,296455435;7;8,7;4,4;7;5,3;5,8;5
Aluno-731;2024;Escola Pública;2;G;12;Feminino;Quartzo;4,770487338;9,5;4,2;4,4;5,8;2,5;4,8;5
Aluno-706;2024;Escola Pública;2;G;11;Feminino;Quartzo;5,870196429;0;7,1;6,3;7,7;3,3;7;10
Aluno-707;2024;Escola Pública;2;G;12;Feminino;Ágata;6,497561842;7,9;7,7;4,4;6,4;6,5;6,4;5
Aluno-1044;2024;Escola Pública;2;G;11;Feminino;Ametista;7,966711905;7,5;9,5;7,5;7,2;7;7,2;10
Aluno-1054;2024;Escola Pública;2;G;13;Masculino;Ágata;6,985788509;9,5;7,3;7,5;7,2;6,3;6,8;5
Aluno-721;2024;Escola Pública;2;G;10;Feminino;Topázio;8,898602692;9;9,5;8,1;8,8;8,3;8,8;10
Aluno-1473;2024;Escola Pública;2;G;13;Masculino;Ágata;6,689320601;9,5;8,4;5,6;6,6;5,3;6,4;5
Aluno-735;2024;Escola Pública;2;H;12;Feminino;Ametista;7,788846739;8;9,8;6,3;7,7;8;7,7;5
Aluno-712;2024;Escola Pública;2;H;13;Masculino;Ágata;6,223637371;7,5;6;5,6;6,6;6,8;6;5
Aluno-1103;2024;Escola Pública;2;H;11;Masculino;Ametista;7,861995031;8,5;7,8;7,5;7,5;7,3;7,5;10
Aluno-570;2024;Escola Pública;2;H;12;Feminino;Ágata;6,813364079;8;8;5,6;7,2;6,8;6,4;5
Aluno-713;2024;Escola Pública;2;H;11;Masculino;Ametista;7,467500983;8;7,5;7,5;7;6,8;6,8;10
Aluno-714;2024;Escola Pública;2;H;13;Masculino;Quartzo;5,465366201;0;6,9;6,3;7,7;4;7;5
Aluno-737;2024;Escola Pública;2;H;11;Feminino;Topázio;8,469548861;8,5;8,7;6,9;7,5;9,3;8;10
Aluno-1474;2024;Escola Pública;2;H;11;Feminino;Ametista;7,384207505;8;8;5,6;6,7;7,5;6,3;10
Aluno-1036;2024;Escola Pública;2;H;12;Feminino;Topázio;8,284130383;10;9,1;7,5;7,7;7;7,7;10
Aluno-576;2024;Escola Pública;2;H;12;Feminino;Topázio;8,93195;8,5;10;7,5;7,8;9,3;8,5;10
Aluno-577;2024;Escola Pública;2;H;12;Feminino;Ágata;6,62915911;8,5;5,8;5,6;6,6;8;6,5;5
Aluno-580;2024;Escola Pública;2;H;12;Feminino;Ametista;7,928152122;9;8,9;7,5;7;9,3;7,2;5
Aluno-581;2024;Escola Pública;2;H;12;Masculino;Ametista;7,083301553;7,4;8,2;5,6;6,6;8,8;6,2;5
Aluno-841;2024;Escola Pública;2;H;12;Masculino;Ágata;6,035771224;10;6,3;7,5;7;3,3;5,8;5
Aluno-730;2024;Escola Pública;2;I;11;Feminino;Topázio;8,469255556;8;7,2;6,9;9,2;9,5;8,7;10
Aluno-855;2024;Escola Pública;2;I;10;Feminino;Topázio;8,578533333;9;10;7,5;7,5;8,5;7,4;10
Aluno-820;2024;Escola Pública;2;I;11;Masculino;Ametista;7,426572549;10;6,6;7,5;8,3;6,3;6,4;10
Aluno-715;2024;Escola Pública;2;I;11;Feminino;Quartzo;5,309825313;9;5,3;3,8;5;2,8;4,7;10
Aluno-1038;2024;Escola Pública;2;I;11;Feminino;Ametista;7,964638597;8;7,5;7,5;7,5;8,5;7,3;10
Aluno-1475;2024;Escola Pública;2;I;10;Feminino;Ametista;7,413901754;9;8,1;7,5;7,5;5;7;10
Aluno-1039;2024;Escola Pública;2;I;13;Masculino;Ametista;7,549644444;8;9,7;7,5;7,5;7,3;6,8;5
Aluno-745;2024;Escola Privada;2;I;11;Masculino;Topázio;8,6102;9;10;6,3;7,5;8,5;8,2;10
Aluno-718;2024;Escola Pública;2;I;10;Feminino;Topázio;8,705811111;10;9,5;5,6;7,5;9,5;7,9;10
Aluno-1040;2024;Escola Pública;2;I;12;Masculino;Ametista;7,7642;9,5;8,5;7,5;7,5;8,3;7,3;5
Aluno-746;2024;Escola Pública;2;I;10;Masculino;Ametista;7,903311111;8,5;7,4;7,5;7,5;8;7,3;10
Aluno-1069;2024;Escola Pública;2;K;12;Masculino;Ametista;7,678917391;9;7,1;7,5;8,1;6,3;7,8;10
Aluno-1476;2024;Escola Pública;2;K;11;Feminino;Topázio;8,80795;9,5;10;5,6;8,4;8,5;8,8;10
Aluno-827;2024;Escola Pública;2;K;12;Feminino;Topázio;8,248346739;10;9,8;5;7,7;7,3;7,9;10
Aluno-1477;2024;Escola Pública;2;K;11;Masculino;Ametista;7,051498913;8;8;7,5;6,4;5;6,3;10
Aluno-762;2024;Escola Pública;2;K;14;Masculino;Quartzo;5,967732609;10;6,4;6,3;6,6;3,8;5,8;5
Aluno-778;2024;Escola Pública;2;K;11;Feminino;Topázio;8,075413959;10;8,1;7,5;7,5;7;7,7;10
Aluno-591;2024;Escola Pública;2;K;13;Masculino;Ágata;6,836033696;7,4;7,9;6,3;5,8;7,5;6,5;5
Aluno-1478;2024;Escola Pública;2;K;11;Masculino;Ágata;6,721033333;8;6,7;6,3;6,9;4,3;7,1;10
Aluno-829;2024;Escola Privada;2;K;10;Feminino;Topázio;9,171825;9,5;9,8;9,4;8,9;8;9,2;10
Aluno-1479;2024;Escola Pública;2;K;12;Masculino;Ágata;6,615766239;8,5;6,2;7,5;7,2;4,3;6;10
Aluno-1480;2024;Escola Pública;2;K;12;Masculino;Ametista;7,09445;8,5;8,9;7,5;7,2;5,5;7;5
Aluno-438;2024;Escola Pública;2;K;12;Masculino;Ametista;7,930283696;9,2;8,7;7,5;8;8,3;7,9;5
Aluno-607;2024;Escola Pública;2;K;12;Masculino;Ametista;7,648602174;8,5;7,5;7,5;7,2;7;7,2;10
Aluno-1481;2024;Escola Pública;2;K;12;Feminino;Ágata;6,860721739;8,5;8,8;7,5;6,9;4,8;6,8;5
Aluno-1482;2024;Escola Pública;2;K;14;Masculino;Quartzo;5,2257;8,5;5;7,5;7,5;0;6,9;5
Aluno-1483;2024;Escola Pública;2;K;11;Masculino;Ametista;7,311433696;9,5;7,9;7,5;5,8;6,5;5,7;10
Aluno-1484;2024;Escola Pública;2;L;14;Feminino;Ametista;7,7542;9;10;6,3;7,5;7;7,9;5
Aluno-1485;2024;Escola Pública;2;L;13;Masculino;Ágata;6,738687578;9;7,7;5,6;7,5;5;7,4;5
Aluno-1486;2024;Escola Pública;2;L;11;Masculino;Ágata;6,86547451;8;5,4;6,3;7,9;5,8;7,1;10
Aluno-597;2024;Escola Pública;2;L;11;Masculino;Ametista;7,843291097;9;9,3;7,5;7,5;6;6,9;10
Aluno-624;2024;Escola Pública;2;L;12;Masculino;Ametista;7,229425673;8;8,2;7,5;7,9;4;7,2;10
Aluno-1487;2024;Escola Pública;2;L;13;Feminino;Topázio;8,026743478;10;9,6;6,3;7,7;8,3;7,8;5
Aluno-1488;2024;Escola Pública;2;L;11;Feminino;Ágata;6,766893582;8;7,1;7,5;7,5;3,5;6,7;10
Aluno-1489;2024;Escola Pública;2;L;12;Masculino;Quartzo;5,984228986;9;5,8;6,3;6,7;5;5,7;5
Aluno-600;2024;Escola Pública;2;L;11;Feminino;Ametista;7,847373913;8;8;7,5;7,5;7,5;7,2;10
Aluno-663;2024;Escola Pública;2;L;12;Masculino;Ágata;6,696419462;8,5;7,1;5,6;6,9;6,5;6,9;5
Aluno-1490;2024;Escola Privada;2;L;12;Feminino;Ametista;7,372576812;8,5;9,6;6,3;6,7;7,8;6,3;5
Aluno-1491;2024;Escola Pública;2;L;12;Masculino;Ametista;7,5072;9;6,3;7,5;7,5;6,5;7,8;10
Aluno-1066;2024;Escola Pública;2;L;11;Feminino;Ametista;7,93262236;9,5;8,4;6,3;7,5;7,3;7,4;10
Aluno-630;2024;Escola Pública;2;L;11;Masculino;Ágata;6,879985507;0;8,5;7,5;7,5;5,8;7,7;10
Aluno-1492;2024;Escola Pública;2;L;9;Masculino;Topázio;8,479020513;8;8,8;7,5;8,8;8;8,5;10
Aluno-834;2024;Escola Pública;2;L;11;Masculino;Topázio;8,51364617;8;9,1;6,3;7,7;8,8;8,7;10
Aluno-784;2024;Escola Privada;2;M;11;Feminino;Topázio;8,885745455;8;9,8;5,6;9,4;8,8;9,4;10
Aluno-1059;2024;Escola Pública;2;M;11;Masculino;Topázio;8,67845;8;10;6,3;9,1;7,5;9,2;10
Aluno-612;2024;Escola Privada;2;M;12;Feminino;Topázio;9,134040909;8;9,5;6,3;9,7;9,8;9,4;10
Aluno-1060;2024;Escola Pública;2;M;12;Masculino;Ágata;6,448416667;9,6;6;6,3;7,8;3,3;6,2;10
Aluno-761;2024;Escola Pública;2;M;11;Masculino;Topázio;8,174593939;8,5;8,9;6,3;8,8;7,3;8;10
Aluno-1493;2024;Escola Pública;2;M;12;Masculino;Ágata;6,378661324;8,5;7,8;7,5;7,2;4;5,9;5
Aluno-665;2024;Escola Pública;2;M;12;Feminino;Quartzo;5,69870303;8,3;5,1;5,6;7,5;4,8;5,4;5
Aluno-1115;2024;Escola Pública;2;M;12;Feminino;Ágata;6,570068687;8;4,3;7,5;7,5;6,3;5,8;10
Aluno-1061;2024;Escola Pública;2;M;11;Masculino;Topázio;8,76595;8,5;10;6,3;8,4;8,5;8,7;10
Aluno-1494;2024;Escola Pública;2;M;11;Feminino;Quartzo;5,874882353;0;6,8;7,5;7,5;4,3;5,8;10
Aluno-1495;2024;Escola Pública;2;M;11;Feminino;Topázio;8,48450303;9;8,3;7,5;8,8;8,3;8,2;10
Aluno-606;2024;Escola Pública;2;M;11;Masculino;Ágata;6,645260606;8,5;7,6;6,9;8,1;3,3;5,6;10
Aluno-594;2024;Escola Pública;2;M;12;Masculino;Ágata;6,890966667;6,9;5,8;6,3;8,1;7;6,1;10
Aluno-1496;2024;Escola Pública;2;M;12;Feminino;Ágata;6,77997381;9;5,7;7,5;7,8;4,3;6,8;10
Aluno-1497;2024;Escola Pública;2;M;12;Feminino;Quartzo;5,242378788;0;5;7,5;6,9;2;7;10
Aluno-1498;2024;Escola Pública;2;M;13;Feminino;Ametista;7,147881818;8,5;7,8;7,5;8,1;7;6,3;5
Aluno-1499;2024;Escola Pública;2;N;12;Feminino;Ametista;7,9148;8,4;9,3;6,9;8,1;6,5;7,1;10
Aluno-788;2024;Escola Privada;2;N;10;Masculino;Ametista;7,922106827;8,4;9,5;6,3;8,4;5,8;7,8;10
Aluno-1500;2024;Escola Pública;2;N;11;Masculino;Ametista;7,36045;9,5;8,3;6,9;8,4;3,5;7,6;10
Aluno-777;2024;Escola Pública;2;N;10;Feminino;Ametista;7,563515408;8;8,8;7,5;8,1;4,5;7,7;10
Aluno-1063;2024;Escola Pública;2;N;12;Masculino;Ametista;7,27925;5,3;9,8;7,5;7,8;7,8;6,1;5
Aluno-664;2024;Escola Pública;2;N;12;Feminino;Ametista;7,501724409;9;6,8;7,5;8,1;5,8;7,7;10
Aluno-1501;2024;Escola Pública;2;N;11;Feminino;Topázio;8,04495;9,5;10;7,5;8,4;5;7,5;10
Aluno-764;2024;Escola Privada;2;N;10;Masculino;Ametista;7,83837029;8;7,9;7,5;8,4;6;8,3;10
Aluno-1064;2024;Escola Pública;2;N;11;Masculino;Topázio;8,980235088;9,5;9,7;7,5;8,8;8,5;8,8;10
Aluno-1065;2024;Escola Pública;2;N;11;Feminino;Topázio;8,863493478;9,5;8,8;6,3;9,1;9,3;8,8;10
Aluno-1502;2024;Escola Pública;2;N;12;Feminino;Ágata;6,886091026;8;7,6;7,5;7,8;5,3;7,4;5
Aluno-781;2024;Escola Pública;2;N;11;Feminino;Topázio;8,496283333;8;9,8;7,5;8,4;7,3;8,5;10
Aluno-608;2024;Escola Pública;2;N;11;Masculino;Quartzo;5,778986232;9;3,1;6,9;7,2;4,3;5,1;10
Aluno-796;2024;Escola Pública;2;P;12;Feminino;Ametista;7,052457703;8,5;8,2;7,5;7,9;5,3;7,3;5
Aluno-797;2024;Escola Pública;2;P;12;Masculino;Ágata;6,597315152;9,2;4,8;7,5;6,7;7,3;6,7;5
Aluno-636;2024;Escola Pública;2;P;12;Masculino;Ágata;6,380227911;8;4,9;7,5;6,9;5,3;5,6;10
Aluno-1140;2024;Escola Pública;2;P;12;Feminino;Ametista;7,347388038;6,8;6,1;7,5;8,1;7;7,4;10
Aluno-1503;2024;Escola Pública;2;P;13;Feminino;Ágata;6,9917;7,5;10;7,5;9;2,8;7,7;5
Aluno-814;2024;Escola Pública;2;P;11;Masculino;Ametista;7,971648485;7,4;9,1;7,5;7,5;7,5;7,1;10
Aluno-637;2024;Escola Pública;2;P;12;Feminino;Ametista;7,685321212;7,5;6,2;7,5;8,3;7,8;7,8;10
Aluno-652;2024;Escola Pública;2;P;11;Feminino;Ametista;7,36189697;8;6,9;7,5;7,9;5,5;7,7;10
Aluno-816;2024;Escola Privada;2;P;11;Feminino;Topázio;8,929745455;7;9,8;7,5;9,2;9,3;8,8;10
Aluno-1504;2024;Escola Pública;2;P;12;Feminino;Ágata;6,057060606;7,5;4,6;5,6;5,8;6,8;6,9;5
Aluno-638;2024;Escola Pública;2;P;11;Feminino;Ágata;6,746487879;8,5;5,7;7,5;8,1;5;5,9;10
Aluno-1505;2024;Escola Pública;2;P;13;Masculino;Ágata;6,719917172;9,5;7,5;7,5;8,8;3,8;6,9;5
Aluno-643;2024;Escola Pública;2;P;12;Masculino;Ágata;6,402239075;9;6,9;7,5;8,1;4,5;5,8;5
Aluno-645;2024;Escola Pública;2;P;12;Feminino;Ametista;7,502239394;7,4;8,4;7,5;7,7;5,3;7,6;10
Aluno-1068;2024;Escola Pública;2;R;11;Masculino;Topázio;9,01500303;9,5;9,1;7,5;8,5;9,5;8,7;10
Aluno-798;2024;Escola Pública;2;R;12;Masculino;Quartzo;4,674365368;6,8;3,5;7,5;5;4,8;2,9;5
Aluno-799;2024;Escola Pública;2;R;11;Feminino;Ametista;7,702648485;7,9;9,1;7,5;7,9;5,3;7,5;10
Aluno-1506;2024;Escola Pública;2;R;11;Feminino;Ametista;7,151855844;8;8,4;7,5;6,5;3,5;7,9;10
Aluno-802;2024;Escola Pública;2;R;11;Masculino;Ametista;7,831797403;7,5;7;7,5;8,3;8,8;6,7;10
Aluno-1507;2024;Escola Pública;2;R;12;Masculino;Quartzo;5,046077056;6,9;4,4;7,5;4,6;5;3,8;5
Aluno-1071;2024;Escola Pública;2;R;12;Masculino;Quartzo;4,804862338;8;4,2;7,5;4,2;4,5;3;5
Aluno-1508;2024;Escola Pública;2;R;10;Feminino;Topázio;8,180420779;7,5;7,2;7,5;7,5;9,3;8,2;10
Aluno-1509;2024;Escola Pública;2;R;11;Masculino;Ametista;7,560230303;8,5;6,5;7,5;6,7;7,5;7,4;10
Aluno-1510;2024;Escola Pública;2;R;11;Feminino;Topázio;9,464745454;10;9,8;7,5;9,6;10;9;10
Aluno-785;2024;Escola Pública;2;U;11;Feminino;Topázio;9,154866667;9,5;10;7,5;8,8;9;8,9;10
Aluno-1511;2024;Escola Pública;2;U;11;Feminino;Topázio;8,921707764;10;9,3;7,5;8,4;8,8;8,6;10
Aluno-752;2024;Escola Pública;2;U;12;Feminino;Ágata;6,57279265;9,5;7,5;7,5;5,9;5,8;5,6;5
Aluno-790;2024;Escola Pública;2;U;13;Masculino;Ágata;6,808935507;7,5;6,8;7,5;7,2;6,8;6,9;5
Aluno-590;2024;Escola Privada;2;U;12;Feminino;Ágata;6,712378054;8;8,5;6,3;7,5;4;7,7;5
Aluno-1512;2024;Escola Pública;2;U;10;Feminino;Topázio;8,10445;9,5;10;7,5;7,8;5,5;7,6;10
Aluno-472;2024;Escola Pública;2;U;14;Feminino;Ágata;6,639761077;7,5;7,5;7,5;6,3;6,3;6,3;5
Aluno-628;2024;Escola Pública;2;U;13;Masculino;Topázio;8,236616667;9;10;7,5;7,2;9;7,8;5
Aluno-1513;2024;Escola Pública;2;U;12;Feminino;Ágata;6,550917172;8,5;7,5;7,5;7,5;3,8;7,2;5
Aluno-1514;2024;Escola Pública;2;U;12;Feminino;Ametista;7,520576263;9;8;7,5;7,2;5,5;7,3;10
Aluno-629;2024;Escola Pública;2;U;11;Feminino;Topázio;8,061295238;10;9,5;7,5;7,5;6;7,3;10
Aluno-832;2024;Escola Pública;2;U;11;Masculino;Topázio;8,240330435;9;8,7;7,5;7,5;8;7,5;10
Aluno-1515;2024;Escola Pública;2;U;12;Feminino;Quartzo;5,832133333;6,4;6,7;6,3;6,9;3,5;6,7;5
Aluno-833;2024;Escola Pública;2;U;11;Masculino;Topázio;8,518457764;9;9,3;7,5;8,1;8;7,9;10
Aluno-819;2024;Escola Pública;2;U;10;Masculino;Topázio;8,652552484;10;7,8;7,5;8,4;9;8,5;10
Aluno-1073;2024;Escola Pública;3;A;13;Feminino;Ametista;7,085994577;9,2;6,4;7,5;6,9;6,5;5,8;10
Aluno-494;2024;Escola Privada;3;A;13;Feminino;Ametista;7,922281328;7,5;7,3;8,8;7,8;6,3;8,9;10
